pL_global,pL_maths,pL_francais,pL_sciences,pL_svt,pL_histoire,pL_anglais,sessions_7j,avg_time_per_q,simulations_completed,last_score_simulation,total_questions_answered,streak_days,days_to_exam,score_final
0.5969260239666837,0.5971642359628521,0.6809048016679689,0.5357233479454379,0.38070839806752454,0.7284294177641424,0.6586259423921763,9,16.381711976991667,5,9.866976741548434,204,1.9999137867478722,58,8.754086671614978
0.4918082610486147,0.53789069824926,0.17978628194825666,0.5775859058974303,0.6411690266119097,0.4078364321647828,0.6065812214200486,6,10.694910031887005,6,5.056214956934149,197,9.459386843044175,11,8.942690030128077
0.3461825377112862,0.24901316313785007,0.6007372471065402,0.2793109236077933,0.273668516684501,0.46668752378695394,0.2076778519440789,7,19.478628933159875,2,3.9551300055884844,206,1.6078792721991464,20,5.554054995613047
0.4902074831135143,0.635354542418434,0.4147878746105481,0.6981226365062034,0.4452293790154981,0.3630567623725891,0.3846937037578128,0,7.695333249479735,10,8.602813274068437,174,6.337510219842056,72,9.954531941367227
0.4413992411634498,0.26576237332913755,0.3250419612662185,0.38914541569650873,0.3675267254435181,0.5001215990034102,0.8007973722419058,4,9.12473608159612,1,5.050325203763755,234,8.936504414674769,32,5.7164149063537195
0.5474632435784861,0.5154030943591819,0.3862457120501497,0.6500117734411428,0.45175501515591443,0.5109340663378061,0.7704298001267217,7,23.565265748666228,5,6.195402494479175,210,11.42744945434592,95,10.554438245663313
0.33044231836027715,0.38153366831030366,0.15246539220579247,0.39215061062932444,0.309519172084269,0.2310671537663027,0.5159179131656706,5,3.2292901045151092,2,0.0,202,5.31421442262157,69,5.570470557915391
0.4304173731371639,0.4381079245774021,0.1677989668772791,0.5326882234387831,0.5834995134248093,0.31814054544265546,0.542269065062054,3,10.597472262544697,5,8.851154418067516,192,4.350389794933002,27,8.095956833119711
0.48935476458563776,0.4183952466696299,0.8078679977307167,0.497929838677102,0.44978390116328315,0.5531909180446788,0.20896068522841596,7,11.079481596717994,6,5.7144609384837155,181,3.481765551179588,120,9.877751680370038
0.5158238375348845,0.6930503377574219,0.4620525517244477,0.6185993585222458,0.4477533830895759,0.5433018017647184,0.3301855923508969,7,23.992988678503444,3,5.271276827733428,195,3.323492213621298,140,10.230172176692122
0.3286617315035477,0.26002611341832005,0.3250127902633548,0.28600524788813453,0.1937376031518691,0.48845179909808645,0.41873683520152155,5,3.681576790950408,5,5.020826880304117,196,3.2554053657135147,31,5.041942261544562
0.5988336926468851,0.5763284013658531,0.8522469220231176,0.5577440511676335,0.3567684705919031,0.8136010070302433,0.4363133037025603,5,6.932864219688074,2,10.52448181282277,201,14.593618430815578,58,10.051448199013329
0.4306531733230862,0.3917953008916769,0.5998277523192765,0.34579039743862455,0.33638484369987953,0.5644060241017315,0.34571472148732807,8,19.00627150642847,2,5.194388763161708,214,4.841492515413389,37,6.034841517212891
0.49211324496331904,0.42893773821903497,0.5623438805878598,0.47587319433741837,0.3893102829576471,0.4420281581794215,0.6541862154985327,1,9.48424077421906,5,12.876397538185612,192,2.7665001832768583,157,9.393053442433684
0.615970645132729,0.5967851585411745,0.6805588681098346,0.6029265000731657,0.6328225544260128,0.47888581263757696,0.7038449770086103,1,18.68882151905331,3,13.726963968774534,230,0.3415819250246002,58,9.930209439607584
0.4656602317239182,0.35539474515981556,0.623948919641852,0.4348765944227796,0.40005515585981277,0.4510923805205884,0.528593594738661,6,16.718379649599907,4,6.8178094152684405,208,12.08583885622772,81,8.993183556775682
0.4886755677356982,0.41707042542585054,0.702703377123619,0.448060410092336,0.6739607782373774,0.5512802119514286,0.1389782035835776,6,26.932414713240036,6,8.685855936710885,191,3.361963386182429,168,9.07048737478689
0.34409643683802127,0.5063343496295459,0.27436220723484933,0.4738397785100267,0.32407120395375844,0.3861772128539315,0.09979386884601606,4,20.692809764437143,6,0.39653672218402036,196,6.257174597902869,151,5.60313108312935
0.454830319096822,0.26510846152403633,0.4767123448159948,0.33842214384059244,0.32830067323439327,0.5313786864531982,0.7890596047127167,7,11.680306911265605,0,8.93969381055995,175,7.7754440380926795,39,6.938876508542791
0.3816218684707729,0.3952464769915693,0.6005732450567653,0.3447782714325489,0.2190678958182313,0.6003182314883498,0.1297470900371729,2,27.479054264025997,2,6.679422335947659,199,5.418569143641032,167,9.59191438590383
0.6295097215855233,0.5625140647497485,0.8478392760281139,0.5939975048745396,0.4076134740444953,0.7713383010807096,0.5937557087355333,3,5.481651462389281,2,3.9717693440574893,192,5.076168681455213,132,10.36784970402947
0.30149206665390343,0.11593449875168234,0.5617024198308898,0.20459031282781986,0.15081253441649292,0.4243499614383972,0.35156267265813845,6,15.211598359915893,6,3.513480117476818,192,9.078461837748797,7,2.58274403851497
0.2986654241131436,0.19302400828250682,0.2410764076418313,0.3502358658643673,0.3360245989155914,0.1903677940082625,0.4812638699663025,7,14.146399635575209,3,0.022701014138875486,192,9.170477141517283,137,5.852545397014935
0.5442239860117959,0.4066672141999295,0.582580030479831,0.42331089562707946,0.4312348412463599,0.67818108321881,0.7433698512987658,3,14.077658192162001,1,11.101215442405525,199,0.2774619710072378,137,9.181962256011808
0.5940832333529873,0.5605532279283414,0.7166344086091027,0.5293352433210015,0.3889917048577472,0.6056658858375695,0.763318929564161,5,13.625170754283747,4,5.446430296002755,192,1.876940683993448,5,12.486783240235248
0.8242240958238858,0.9068147633523634,0.9463341364574749,0.7130104581427918,0.789809784966005,0.8039961475727838,0.7853792844518952,6,12.73390314307833,3,8.142337482368639,211,3.435033563010065,13,12.085360602206322
0.5203566197599653,0.39845175637842106,0.5701253655336397,0.5463729475365475,0.46961772662531576,0.4224263838236683,0.7151455386621999,7,48.5978066107564,4,5.1410649387669904,210,8.99768168548391,152,10.750728046747795
0.4429818109493266,0.1698036608879889,0.42989068460974844,0.3554134982700057,0.430586532884114,0.4705687515185073,0.8016277375255954,4,17.57218004556937,3,6.409157617236961,196,7.798981870939729,136,7.049360332688055
0.3343543798797553,0.1390899432166346,0.3780256024977988,0.3057793009273993,0.45504109564401934,0.447637240179967,0.2805530968127128,9,11.104917631881893,0,4.745254782293852,208,3.2712836917504715,121,6.03580673288541
0.5152325390243101,0.39714612700773827,0.7313025155919316,0.5036201094207446,0.43093402294800864,0.7153234039742529,0.3130690552031845,4,15.645815789514582,3,5.529658411604147,200,2.4037793821516478,28,9.400379513471737
0.651748315069391,0.8480405433381658,0.48237729436777915,0.7636393538923609,0.6670716692607879,0.3637428942172485,0.785618135340004,9,8.183887205181158,3,10.164451950815904,222,4.8701123236418535,13,12.260055799003231
0.2961492476389427,0.14824897771351775,0.15060769481003167,0.22755240153171147,0.17932324518922438,0.33773769629091566,0.7334254702982549,3,18.06040750626898,5,2.3090244414109473,205,11.988945275972728,83,4.94538946512446
0.481300688317383,0.41173746713706805,0.40332534153768496,0.4308377339859233,0.5026574903792571,0.4336455291337725,0.7056005677305922,9,15.823533808886967,5,8.0470757551814,183,3.9926405296746204,96,9.897700567977957
0.4940531734554221,0.5393251704548254,0.3599449921133435,0.5116537869483249,0.5646390105916806,0.45201911269391193,0.5367369679304466,3,9.020806191588116,1,9.761307520762347,197,5.544814467155238,94,7.0528086808133015
0.4370503529362348,0.3199619669052693,0.5020961018384936,0.3714861636007668,0.35625500033376684,0.48831370311150446,0.5841891818276079,4,9.282189500892697,5,6.974830378270862,188,4.449045555223166,5,8.813515582321305
0.5943913349375511,0.6964589982602788,0.7166959177998949,0.5919014308473362,0.7366809755942267,0.6858032477250006,0.1388074393985696,6,22.55437799542658,5,8.630158163470531,198,5.03529828345409,67,11.799117549388107
0.6557649400758668,0.6970727922674722,0.569339713207467,0.6974009891630677,0.6048476932571636,0.6989200957712904,0.6670083567887399,5,11.907947691989449,2,10.240907513008061,228,6.0624879564518235,46,11.741163172414831
0.47825636885370687,0.1939234406739955,0.9261814273892607,0.24097477413262453,0.4143300424426904,0.7668451648157154,0.3272833636679551,9,2.3609134735090334,4,4.694912388719724,202,2.4766478896839637,157,7.704983730582364
0.5526721970972569,0.5896672795115494,0.5416116627086155,0.5040220465930082,0.6845692760881156,0.45906646713198385,0.5370964505502687,3,22.74846508603964,6,11.14002178688717,185,7.687122876413355,162,9.896553798031544
0.43312250227618776,0.6113367863832901,0.22546538350926726,0.561304904803297,0.6258658693285934,0.2423372716193199,0.3324247980133588,1,16.572748890091987,9,6.515831918106068,190,7.836058644883933,61,9.14089987770666
0.5983439603016484,0.4222403661995449,0.7544537946943095,0.5706484812520602,0.655501304086275,0.5535832062773843,0.6336366093003167,4,19.164852451615417,0,13.466313163502111,207,3.9415252610627305,125,12.845064100601306
0.3822189883636686,0.27969737062888184,0.3833791675481201,0.3025669572337274,0.26870188824908003,0.5739066179850549,0.4850619285371471,8,16.247255360549335,4,11.647713462300167,189,13.891812267170744,174,8.246001329929667
0.6418325081126505,0.7684734496241028,0.7736186145938345,0.7981330088896605,0.5129980107823932,0.7937040726518885,0.20406789213402274,7,14.574599484936218,4,5.566962539737427,197,9.420156994343733,101,11.43056258221689
0.343198753571147,0.2102880233199519,0.2527044226878002,0.17542046195152378,0.1841249626538422,0.5455656228069848,0.6910890280067788,4,12.229605903057418,2,7.113118988255099,203,3.256613615540208,18,5.0505242228256195
0.43273731121061293,0.33495006642058367,0.4212901118353555,0.2834602274867456,0.49433324096769865,0.6238521976002651,0.4385380229530292,13,32.996310392618334,1,5.706761165675676,201,3.44301260743977,50,4.961185838009956
0.49993098148075504,0.5993590168693158,0.525853576788078,0.6854734373299745,0.45690114586014363,0.41187951628058517,0.3201191957564327,4,16.27996984997524,5,8.415627965475252,191,9.026762172625592,70,10.30935146480832
0.5555920242576537,0.6788077844681117,0.5663958059182698,0.6717805140193218,0.5098002018071387,0.5597689974074884,0.34699884192559194,7,21.58525222223478,3,8.438557376954183,214,12.940427011702077,90,11.682275762947912
0.6449144207208902,0.7901257201512977,0.32509223712203333,0.8185434517777149,0.5309454456092071,0.449072991358345,0.9557066783067428,6,17.823897805798367,6,6.40530137693609,198,2.760131803748909,39,10.373806432393787
0.47517494747543054,0.29030466696113333,0.37842347002621013,0.43437107889172477,0.592212927350931,0.36765854996531455,0.7880789916572691,4,15.820675016547618,2,9.244967386053066,199,2.9960140587059625,91,10.299448327954433
0.5657443904445316,0.7491170867631803,0.2707639771392723,0.7169661114187847,0.8544348605938943,0.3539638255942077,0.44922048115785024,3,6.20970936527614,1,6.83968530749315,207,11.967864485668606,162,9.128643267826133
0.4113657098939348,0.5044392958680626,0.42117353669188834,0.4553339286913781,0.3941814540128493,0.3851007698630041,0.3079652742364267,8,12.221932187867035,3,10.757954441048149,202,16.014433999766908,162,7.201066537417947
0.4485229103665198,0.5002135634915037,0.41982021865295727,0.6096700608493779,0.5154139146697655,0.47831280519365627,0.16770689934185837,5,18.202179254029602,3,6.155443150446639,205,5.677048040382471,86,6.387629843197679
0.40907416625488574,0.4289774439913693,0.15013237744841182,0.4933297490169856,0.41235057144658516,0.4677500309528194,0.5019048246731432,6,7.981483919469375,3,6.910046276544437,207,4.136928530815238,96,5.381293266407673
0.6984583567365491,0.7565908249239299,0.7522403803477946,0.6378497286314128,0.5110809838809312,0.7518613082705465,0.7811269143646792,9,9.788769131197558,2,12.577287415962509,214,8.846324749847756,113,13.878402188559194
0.37508104584110685,0.16869930039329645,0.2801257220009576,0.21654105729624512,0.34473870141013574,0.5292138063856379,0.7111676875603684,7,11.70878446312597,4,7.2288355693464315,205,7.7642115062564745,167,7.052844196379022
0.19850538748377197,0.17019478824112327,0.19974484305453102,0.16964343565356613,0.12239177136020822,0.20766062782416866,0.32139685876903457,2,23.650192410763633,1,4.746270677126503,203,6.777146751595495,83,3.734139731488448
0.49096373706705704,0.7950883484834409,0.3485617204010448,0.7871443898306703,0.45491529484124577,0.3640149848620634,0.19605768398387713,2,13.221714933757273,6,9.614544690912357,183,5.546650588040334,27,11.58614688866833
0.6702397517657449,0.6106187875953987,0.8727856011199537,0.47722865136503456,0.4952196196544173,0.7591824390268544,0.8064034118328113,4,7.491842866665342,1,9.951788246768208,218,7.539699382679271,88,10.48111511271215
0.738413457267525,0.8412260487015498,0.6832527133679325,0.8499354246545276,0.4483769154834655,0.69902566820777,0.9086639731899043,4,9.190278790502134,2,10.421012070764583,191,2.031404337869299,47,10.588233166808152
0.6016832152363881,0.6959094476948927,0.7227600188415338,0.701906713449284,0.6216224588347765,0.5745592649622656,0.2933413876355761,5,5.897411828930458,3,11.475290306991607,201,8.231669180654709,94,12.239312140869552
0.43266653044900555,0.387484578731324,0.2489647330628863,0.5005723504355284,0.34416738106261846,0.3961001532832955,0.7187099861183806,2,18.812283326065426,0,6.976014343057406,180,13.12623569157578,3,6.976174380851276
0.5560729440782722,0.7306097246821639,0.1701480201067136,0.6898741988038843,0.5944084181404932,0.350297347547862,0.8010999551885164,1,18.776058427171733,3,6.483042684197128,206,1.4183160049918482,71,8.670116529107469
0.6180085435624215,0.6518903868238308,0.7013310605721635,0.5132138484308972,0.5925354185956292,0.6932432137039468,0.5558373332480613,3,10.224089823359819,1,9.777696689489959,219,10.640605467690989,171,12.896161905543124
0.45452169979330087,0.3378865795280868,0.5393256002915348,0.39307328902737826,0.5273521056457507,0.4352504428931476,0.49424218137390746,4,11.005633416579911,3,2.964553645314848,212,2.687997609772998,118,6.764102747073538
0.4479060141539934,0.46504262183912504,0.4306755190261409,0.41019532715166984,0.4495599051845769,0.6166040101621466,0.3153587015603014,8,17.287588271537864,3,6.441197965008538,191,17.299018111100878,16,8.755364695464042
0.338688037002949,0.2827647885660249,0.2950066750259789,0.35460150155902803,0.4842141414332696,0.33573784245975924,0.2798032729736335,3,22.016835974283534,4,4.632201074307725,191,6.286832556954343,171,6.788514736510812
0.5381855248666725,0.8128423227225723,0.522620936792109,0.5855018111900123,0.49826045102807526,0.45950758774150013,0.3503800397257656,5,7.060476590694822,4,8.319394984913973,211,4.408532737435084,83,9.90914442005785
0.6030065287514389,0.9196572407481756,0.2785043617262187,0.7010484542076773,0.7188090253852806,0.25179065771958586,0.7482294327216946,2,23.544938260577894,2,9.528497989216874,214,3.489387182542824,155,9.264792528105989
0.6779057528259771,0.9120340010608811,0.53462972346349,0.6813048910091939,0.7108443760317433,0.6081679586501185,0.6204535667404353,7,20.00439779822788,5,12.773760761515673,198,5.507060721552252,18,11.177531942806635
0.44274449835233626,0.2288307941416894,0.7256150076474055,0.37023626099177864,0.4781965621692683,0.5358140584532362,0.3177743067106398,6,21.253915593235455,3,10.812002381272011,204,4.724450398192382,174,6.687695935511176
0.5075124695267961,0.5909661557890107,0.34355919306775684,0.6186164482050417,0.5025231694502695,0.3768433679877828,0.6125664826609148,9,10.002715479855567,5,6.441563808214233,181,9.218277513102098,28,6.50394831996431
0.678046623382591,0.8988904257521785,0.52184447707952,0.896655351474114,0.861108359319182,0.6307835876887673,0.2589975389817845,3,15.635696344891077,4,8.881822298584009,227,4.407067016687518,148,11.324958022831137
0.4181860113878393,0.3672148613835674,0.16676602984792255,0.4217626680960506,0.5186525778706648,0.3868012107413675,0.647918720387463,3,8.879224597316668,1,6.797554905495748,206,5.627644471619594,142,6.6419659126721005
0.49748173113923994,0.6761140450897111,0.21915069111607685,0.60144002225339,0.6692991905675731,0.26031283069481126,0.5585736071138768,4,21.93914025653364,1,4.846342973775562,225,6.650575204695989,130,8.682192074278655
0.2909969140037229,0.25157476119893746,0.36298406519527593,0.2707725406530473,0.3159414105199421,0.27445562841506727,0.27025307804006754,4,15.392371240233906,3,9.875823994544096,197,5.717414873059802,159,5.8629708195539845
0.6815526008076348,0.5980932051761079,0.7931012983883133,0.5474979119072528,0.6273861650058363,0.6592284970816186,0.86400852728668,3,13.913827796536788,6,10.839044856122703,209,7.918607590094659,19,12.960525095302522
0.4585012132178652,0.43686933949919643,0.3714498370061733,0.409426364068734,0.6414087410933145,0.5307423918304054,0.3611106058093674,2,19.29446737455278,1,4.5513300044166405,191,0.19630613278351122,128,8.382963731776687
0.33843621797529644,0.47358308051134723,0.1829737471958144,0.3814078606337855,0.502567726172908,0.23953457158623548,0.2505503217516879,6,21.730658562060036,2,3.2150902044695253,198,3.5049909829904085,169,8.091220787075718
0.4262759276959987,0.6358166115237126,0.19243231161850288,0.6454145302943943,0.5019665145496837,0.3302150212593037,0.2518105769303953,3,13.963320882857047,3,4.374317747751602,205,9.628011890473802,13,7.04073179377049
0.5383582542453449,0.5019030577582426,0.5428501913902589,0.4740218900617461,0.5661115239860004,0.4300633062228066,0.7151995560530142,4,16.627032447040666,1,11.134076944553474,189,5.903632704200631,61,9.130809705135823
0.663862995885603,0.7016617502696598,0.6531786877062769,0.754852444692962,0.5914422435848731,0.4465870144349663,0.8354558346248804,10,7.333371840038793,2,11.106703239808253,213,3.269131605727513,67,9.93748547636334
0.44967190332834545,0.585084810842511,0.011264528663679437,0.6257982003076306,0.6626493711327073,0.1985354019828914,0.614699107040653,4,15.859142039128283,3,13.044817405800863,224,7.077973761680332,14,8.454375039754577
0.39693609680542047,0.11838558165974232,0.6412451266426155,0.14530568609508526,0.3610465087776363,0.7598112936044494,0.3558223840529937,8,18.37009367382672,4,0.0,181,1.421695509203433,28,8.170989605166524
0.5400076509562675,0.5564771112158046,0.5731191275561687,0.5798793125935036,0.44446440760713957,0.4175846846977781,0.6685212620672102,10,17.691637763233317,4,12.102181963220378,210,10.141181169265018,49,9.194502117309664
0.5285560494978011,0.6859186131076725,0.3225983929407887,0.6976075632140841,0.7915962775816767,0.5190303886750132,0.1545850614675716,6,9.158356164642516,4,1.1216810836346784,189,2.7965915596579194,20,7.971088952793493
0.6852402592522028,0.6877918909197814,0.8468333900220965,0.7221414181802721,0.7385193714985916,0.736243909486105,0.3799115754063699,6,19.59738922274161,3,7.941899904570636,192,7.8013459659731685,131,11.422129572084726
0.6873265586491458,0.6847805481337312,0.5766538747867612,0.6696989932751829,0.704084423458012,0.5619414706318622,0.926800041609326,3,21.40560347615916,3,10.455022300551514,203,4.352520559416973,168,12.866006617968676
0.5501905172998183,0.6467663237115081,0.48528425154633165,0.659259552687946,0.5703970010603241,0.4048956477554321,0.5345403270373678,6,7.042885375969581,2,6.267430980540858,196,6.237667327418343,178,11.02640947940587
0.5072526889652765,0.36271500623702013,0.6161840294258784,0.38522532759655254,0.43439938260266586,0.6149116241653082,0.6300807637642342,9,12.558744416627412,3,5.728297291301922,218,7.448162049068275,6,11.43512620559896
0.5403813166288064,0.4875430615926483,0.7835441211993123,0.42539942794181473,0.5998118403804775,0.7402033227914964,0.20578612586708905,1,17.49524225937651,2,10.651211257367512,203,4.534048393930518,154,10.358947104121855
0.4552003351688228,0.3904354900625388,0.6236734999419065,0.5055216844473931,0.27976367667672314,0.449772195483302,0.4820354644010732,5,6.58499009499902,3,10.796613634225473,196,4.4084732851601585,153,8.459415269948037
0.6209579209482498,0.674064577452769,0.6854629828594307,0.6150483812625681,0.5552998836459373,0.5805221779212009,0.6153495225475931,3,25.236405243855245,1,12.35941360814906,206,11.717827238707862,83,11.511375760693326
0.6375407930624128,0.554282819490992,0.701319274481044,0.6492758085242437,0.6539775404438026,0.6372949168595995,0.6290943985747952,2,6.421130153522011,3,10.954376648230852,205,4.566793058114063,55,8.667348024736594
0.6385612978336535,0.7233095774137626,0.4789816534578897,0.7690957473829132,0.5162787623075057,0.4453521999802871,0.8983498464595626,5,28.18684435924788,0,10.41184979766159,226,6.6698423802475615,106,12.090464340568488
0.4154950246675706,0.40576184888425065,0.5010577512681,0.3177637438978377,0.34711894788755426,0.5716065251874208,0.3496613308802602,6,14.512533066215783,4,1.2179353717286503,201,14.085401615425488,160,9.212248251328518
0.5116464313638366,0.5396682090640951,0.3683736753523504,0.5573286741964466,0.6794717745878702,0.35847072391072765,0.5665655310715296,6,12.074656687956029,2,6.4439421771405625,223,7.814623925541736,93,9.071534800877195
0.4959851613147659,0.4148474145428494,0.3217782030311747,0.39351618102673486,0.6233222769470532,0.510091914909399,0.7123549774313841,8,8.565356863499908,4,4.8158312360108155,215,2.324633208981626,25,8.253584977000079
0.6197569527009422,0.8796031530051215,0.30791048346167876,0.6868671921943984,0.6609603908355148,0.3499299023088128,0.8332705944001265,2,22.24007405289821,2,13.208697592368742,195,17.52459633849233,32,10.060860400484719
0.7697839882244838,0.8856111130092305,0.797996158202343,0.7346294774669822,0.5328907111653264,0.7237147859682029,0.9438616835348175,6,20.11636084857615,3,15.648572293141344,207,5.82110966765773,40,13.299893337306916
0.27337395128444225,0.12486827529617976,0.24779340741501643,0.17208369445074195,0.11663118804767762,0.405888339876351,0.5729788026206868,8,16.7979985825693,6,1.3179827590777986,207,7.134640704306015,107,3.635657977656697
0.32222351545357236,0.28264178401236933,0.23296664789785207,0.29352137977860304,0.40444982226145476,0.23639908122555442,0.4833623775456007,5,14.336925689410133,2,0.1816291653846811,220,1.7407767210878156,160,4.762670902954299
0.45046545536436927,0.24039951481547503,0.6161464085750747,0.2654539799754173,0.6120069680517305,0.7307723656103013,0.23801349515821685,8,11.358146288364049,3,12.83696155722268,211,9.480733514157034,35,8.078028034655135
0.30953757303422785,0.08224546022030065,0.3297273632314565,0.3500655701129647,0.28237881615470445,0.3209863240751437,0.49182190441079693,6,15.5555974313485,4,11.72003777458899,208,0.26661968975468736,6,5.008188114575171
0.4751196339177008,0.7658312655792822,0.17051264899706117,0.800061267725674,0.48659269719864817,0.290015878971555,0.337704045033984,4,16.785967292313234,2,4.127749472669191,210,1.592874533144509,22,7.908540645539906
0.591528477228873,0.7289723509470696,0.7764975130891809,0.7108309221662579,0.6829254815936128,0.5324690815963977,0.11747551398071973,4,16.394909246413604,6,5.2467215035033945,173,5.246298577486418,82,12.09178715781259
0.5059749463817719,0.6959177672865311,0.2826458289368614,0.6785444284999401,0.5242543642429752,0.2598098655787018,0.5946774237456213,7,6.3687027177573325,2,6.444371700358046,216,2.80452640193266,160,9.635824576354423
0.5100216893862444,0.6003124764680128,0.5852703410075671,0.5434699231321014,0.5519417076816908,0.5858491136484851,0.19328657437960894,8,22.3454485106059,2,9.630959889456124,214,2.0272511555575807,71,10.641157008027674
0.4436023054818958,0.5879785392179561,0.1517335726339309,0.6497380225163525,0.6117519707492501,0.3509470462160975,0.3094646815577872,4,12.399817335100657,2,9.400979083677532,207,1.4310601038650295,134,8.04388693665038
0.6012958040321327,0.8684385622274672,0.703003994298632,0.7767527374196265,0.5103012985271811,0.5646503917094265,0.1846278400104624,8,12.436087359820128,2,6.282238985266183,220,4.361901110321405,140,12.312438026273853
0.4486645991952569,0.4612774920762419,0.3563013100975794,0.47631296432316855,0.6896361034015338,0.24775445978244026,0.46070526549057783,5,10.982287957266156,2,12.08580549337756,197,3.2425197062509676,56,7.566808768689127
0.43303543871200495,0.23297375373255402,0.5237953797834021,0.3540921046845811,0.3756316180313976,0.4244291611307531,0.6872906149093414,4,8.889464399111471,5,4.7093998436438405,191,12.825350402616433,169,8.26349007444426
0.4693952198240843,0.6590331100261343,0.2691710215666839,0.7057939057789591,0.6269791128416475,0.31373133781737744,0.24166283091370336,6,7.816000086283937,1,7.3876812319923575,229,1.9290142788629585,143,7.751689883929138
0.6416672129195579,0.5456265623939547,0.7051526895887624,0.52073480568803,0.43619300009083706,0.7351679754384557,0.9071282443173075,7,29.30679361634008,1,9.258449871048402,217,11.647655284135666,142,11.174070443783991
0.25922597298465916,0.1680251170769776,0.13042665813520135,0.20564010641594266,0.16932212882525527,0.1955303582419086,0.6864114692126697,5,7.752169287908002,3,2.5288394054950754,211,7.646496691212256,101,3.7133713743475516
0.2845776200389943,0.36745914023635096,0.07843259109932361,0.2768400543045297,0.40907004129100294,0.33098512241759626,0.24467877088516238,4,13.723496170035128,2,10.003626068008463,205,2.306764358674461,99,5.399730997167407
0.48394006568186726,0.6026905822805648,0.5038900429884693,0.4872642181375539,0.5300317799947246,0.4316122782366676,0.3481514924532238,6,20.786322268471785,4,1.046732586471002,167,5.905762628956964,142,8.517322025735174
0.653826246687754,0.9043183987127565,0.4626227497323661,0.828507477428991,0.8225622245494622,0.5926631723556026,0.3122834573473456,4,9.623586254020257,6,10.61661109254942,219,1.8399344940990077,123,12.031511192122109
0.5372068462121157,0.41552841395226053,0.6577290383091324,0.3885560761441593,0.33198571181519937,0.5511597281433319,0.8782821089086105,4,2.856220818863192,3,12.605131700318477,211,3.05083575591637,16,10.12471747703561
0.5282817274024623,0.31325535682236666,0.5258647439755381,0.4052426484287284,0.5312731124483746,0.5500655879329035,0.8439889148068621,2,26.639305623305532,3,2.45865118551707,224,4.694702583169727,45,9.279740428772243
0.6537403569910682,0.7508246581381912,0.8278850451287588,0.7324942186529603,0.4333074750911791,0.8132644505968228,0.3646662943384976,3,15.66844979883341,1,9.578606050253706,185,5.17613188461274,141,10.495294416879041
0.41140479641709354,0.35363331884989285,0.5715806943152392,0.44235522116077586,0.5165759712499017,0.44921466710619756,0.13506890582055417,8,27.76768341943607,2,8.348705925164543,206,1.8846520250662344,135,6.776214467453454
0.27929327506624807,0.10303112421893607,0.32339007690496707,0.13518843608442468,0.1497230958677642,0.3737091969188784,0.590717720402518,5,10.250310474953714,4,7.617847642952571,217,9.154473318283967,94,2.753939661641352
