student_id,pL_maths,pL_francais,pL_sciences,pL_svt,pL_histoire,pL_anglais,archetype_true,cluster
STU_00017,0.6596088099564751,0.7491244337570001,0.6994339813346164,0.6863843999858698,0.6762408352425071,0.6201135920888293,Polyvalent,1
STU_00018,0.1466473421032043,0.3756568503481191,0.7236497720855152,0.4072120151581303,0.3817070452468845,0.3866047797499178,Mixte_atypique,3
STU_00019,0.7049019927138781,0.6210547612072977,0.7373022457167628,0.7522271263536351,0.4602457924573268,0.4760425346822825,Scientifique,4
STU_00020,0.2165897691519906,0.8414501980528702,0.4526601329502272,0.3820951420564444,0.84012158509915,0.3390080682590237,Mixte_atypique,2
STU_00021,0.8290023903989832,0.5834405932661673,0.8372586330637222,0.8443962066707504,0.4025627390685981,0.5397440483581438,Scientifique,4
STU_00022,0.4668163213101137,0.826942897444378,0.4898841765630321,0.4866821029534499,0.8736585216806723,0.7136705366628445,Litteraire,2
STU_00023,0.6789436441592811,0.5900671341747534,0.8180068204563317,0.7948982407810725,0.3729699157474719,0.5833632580456202,Scientifique,4
STU_00024,0.8148933673432487,0.5151247311309564,0.6888050390238782,0.6902916947637059,0.4716794373209861,0.5375835706421145,Scientifique,4
STU_00025,0.2263501361305525,0.3903103370521755,0.1964951986902091,0.2772847883585069,0.2557333660767729,0.2720010281915357,En_difficulte,0
STU_00026,0.5887394378973387,0.5843202352085631,0.566834399976477,0.6955820038703369,0.6059319330850275,0.6645779772852582,Polyvalent,1
STU_00027,0.3192585943294043,0.3800667211202825,0.2680003457878956,0.3283695385078833,0.2355667332656044,0.2924345660461923,En_difficulte,0
STU_00028,0.7431039373012669,0.8513028813467369,0.6828708229443841,0.6088297875350156,0.5301544421410733,0.5687592212738799,Polyvalent,1
STU_00029,0.4269594366406715,0.7896491482557833,0.4884462884819838,0.1322312381904661,0.2657766587197279,0.4975056047230944,Mixte_atypique,0
STU_00030,0.7924694030582913,0.450324024208767,0.7513394601108283,0.725995287303176,0.5726043140660874,0.6477338778655337,Scientifique,4
STU_00031,0.300803404109163,0.2311797372156655,0.1777834735950257,0.2059645260146982,0.2288989345697643,0.1827325289588221,En_difficulte,0
STU_00032,0.2947941890047628,0.3220543707380051,0.2955139805611654,0.3046575143807099,0.2478407393291752,0.2086838947960861,En_difficulte,0
STU_00033,0.6717669373245327,0.4397437070332175,0.8333131376687881,0.7289044985173021,0.3877278529258016,0.5998025378933192,Scientifique,4
STU_00034,0.5129482077582791,0.7022981606812063,0.4043886189952039,0.539291727088492,0.8044736013627645,0.7907141695788563,Litteraire,2
STU_00035,0.1978018367279916,0.23484844080141,0.2377416642136723,0.3006889892483215,0.3621754781727269,0.370616805040218,En_difficulte,0
STU_00036,0.3031546264247607,0.5121806928308816,0.2675596629613732,0.768779791443328,0.4767212606577365,0.747676052036117,Mixte_atypique,3
STU_00037,0.5469969327935148,0.924324893529546,0.3632588821433947,0.4074139182873582,0.7566362791725312,0.7301744774610389,Litteraire,2
STU_00038,0.2908776700336341,0.282680412391889,0.2652619740062631,0.3346206756402062,0.2425995034032198,0.2519420373118476,En_difficulte,0
STU_00039,0.7104413257674074,0.6452101707441169,0.688334400804647,0.5836993083863635,0.6858284574040877,0.6129808088711554,Polyvalent,1
STU_00040,0.2575992126314504,0.1823923808851648,0.3361809817081456,0.353101390474333,0.3921855192142813,0.3566493179166243,En_difficulte,0
STU_00041,0.7804668895576049,0.5392183766968229,0.5057636744016738,0.3774238652697578,0.2351331634094983,0.2542834654750847,Mixte_atypique,3
STU_00042,0.5471358990607925,0.8960168402848092,0.4737476787129644,0.4462171588870237,0.6213227309417075,0.7556163079263224,Litteraire,2
STU_00043,0.2899573978555126,0.2912889889315651,0.357443441444343,0.1650953134345071,0.303769433868869,0.2887057238739176,En_difficulte,0
STU_00044,0.8541244974440353,0.557000444384174,0.9421683215792162,0.7624064541771629,0.5199273220691754,0.5476005763648334,Scientifique,4
STU_00045,0.2631388416520472,0.3991797427351416,0.3110016774541231,0.2075576789154398,0.274827869299491,0.2766572226692233,En_difficulte,0
STU_00046,0.3187749599218203,0.2854524742798225,0.2615613765243604,0.173029807490253,0.4195869267670084,0.2905352023315094,En_difficulte,0
STU_00047,0.2063738281689611,0.3299408179349122,0.2929956063177791,0.2132520974643208,0.2027796033653164,0.15968312855819,En_difficulte,0
STU_00048,0.341014632317085,0.2410254072404637,0.1947650193643045,0.181162325243756,0.3399013030376367,0.2807683270426882,En_difficulte,0
STU_00049,0.2320737606723233,0.2810057552275686,0.2865004442752607,0.2093505434264226,0.2986702342287543,0.3005152033639345,En_difficulte,0
STU_00050,0.650186079458683,0.6258281969500653,0.5935065880586714,0.6688674174445762,0.6121054491817046,0.7081424450555114,Polyvalent,1
STU_00051,0.4234751831417994,0.8046795985746799,0.4630263794808809,0.5524507384001776,0.928260420816139,0.7875309495338413,Litteraire,2
STU_00052,0.8067116387770816,0.5083140507079522,0.7092792506741946,0.7245282583759822,0.5149560912169299,0.7003098848995438,Scientifique,4
STU_00053,0.7817345726826396,0.6943993186244897,0.669912779587391,0.8046408078524296,0.6818095387474495,0.7147892938077991,Polyvalent,1
STU_00054,0.2635510270898996,0.1662162589937433,0.2304643388004406,0.3085796825780955,0.3123013763141899,0.2411816584005553,En_difficulte,0
STU_00055,0.6091062167912369,0.2559627697564296,0.7193928410105879,0.2557174281717493,0.5062658286427304,0.4302085874218647,Mixte_atypique,3
STU_00056,0.4420033496386744,0.754115853076833,0.4046630463840458,0.4366788058110081,0.7283126770985985,0.7319255579248833,Litteraire,2
STU_00057,0.8617357285029101,0.3449937542759775,0.5869380510508542,0.7713791000216285,0.4752592225729019,0.5597574082177479,Scientifique,4
STU_00058,0.189014881666806,0.409704905656202,0.8326706694488893,0.9814390233201956,0.4545484925512372,0.3864050237497776,Mixte_atypique,3
STU_00059,0.6967352005769304,0.8155881456409192,0.683065316035969,0.6753160191085772,0.6737403737881436,0.735173975732032,Polyvalent,1
STU_00060,0.4198119980333129,0.7314313310433556,0.3632122295771421,0.5009843040969432,0.7869183278057695,0.7164411519413912,Litteraire,2
STU_00061,0.8240179085806469,0.5907866260840672,0.7463581603948732,0.6868182760053984,0.4908157047252099,0.3118888356799318,Scientifique,4
STU_00062,0.6695344787707799,0.4809067917022844,0.6973280100637483,0.708407445403245,0.493244325120349,0.4650452716421291,Scientifique,4
STU_00063,0.8160114900114289,0.4410186676101143,0.8024121150670886,0.7935604562383529,0.4939181686772458,0.3204235205939497,Scientifique,4
STU_00064,0.7112972568148104,0.4965985178516657,0.6808205112392105,0.6165427150935935,0.431343590587977,0.4440787047499253,Scientifique,4
STU_00065,0.3071542680745042,0.355307264509863,0.2330624809624054,0.425723238459923,0.2933030642733713,0.3212030572976646,En_difficulte,0
STU_00066,0.6475768037632996,0.4823339703027955,0.7376605888226492,0.6282387673561447,0.4465893098680252,0.3923271992562528,Scientifique,4
STU_00067,0.5535929928657257,0.7781232208078177,0.3843026970906329,0.4396015902852125,0.6788504777070556,0.8920220892678259,Litteraire,2
STU_00068,0.3350951876576618,0.2791175635314785,0.3577338749012269,0.1763047254053998,0.2762636533196994,0.2465425849692489,En_difficulte,0
STU_00069,0.417035640715382,1.0,0.4729661765517171,0.5345053672106622,0.8356646549309142,0.7471217707580076,Litteraire,2
STU_00070,0.3211495306492739,0.4079338270420888,0.8372138259896509,0.3270035667596606,0.4176772794785977,0.2520044503015378,Mixte_atypique,3
STU_00071,0.3412779314502807,0.3288218366365862,0.2839551819392484,0.0482209545784394,0.4661829020570673,0.812999016547509,Mixte_atypique,0
STU_00072,0.4930370110863118,0.7211120653717631,0.4195553963261216,0.4463857389127467,0.7160753493849669,0.7719407784551576,Litteraire,2
STU_00073,0.1741897412355286,0.1302861368764154,0.7792608702153285,0.8304232429880322,0.3424114990994277,0.4203580446057759,Mixte_atypique,3
STU_00074,0.5886853306391091,0.8414879695510025,0.6062734476615727,0.3849580079200889,0.7987567730089732,0.7973034608507603,Litteraire,2
STU_00075,0.7126319809074777,0.7151673202069524,0.6749626152963207,0.6296136870797903,0.650486879569277,0.6515876053105468,Polyvalent,1
STU_00076,0.5632923585930759,0.7492953187575917,0.5233549513297832,0.5713538056468603,0.7395068234540585,0.8018197809102487,Litteraire,2
STU_00077,0.8007194255910578,0.532687450441081,0.7274357469915688,0.6360275139946227,0.4662310446235946,0.5209887262817379,Scientifique,4
STU_00078,0.7495488669559617,0.297568135636259,0.6579373860390724,0.8086636953885641,0.4324055648560563,0.5806451914770744,Scientifique,4
STU_00079,0.725218895547293,0.6011635462989902,0.6090906962825676,0.6568290663777284,0.6762006901160473,0.6649689458248799,Polyvalent,1
STU_00080,0.4229523934937134,0.7953393873777762,0.4454251955428462,0.3700975012855806,0.7332548711356894,0.7197576279192559,Litteraire,2
STU_00081,0.8348668464229042,0.820224598725427,0.7597785947094349,0.6719355908025342,0.7735437083763685,0.6912700384849685,Polyvalent,1
STU_00082,0.7511258250080611,0.2595199916261274,0.4514173262248298,0.3599009622702342,0.3271901042656761,0.9140056614746298,Mixte_atypique,3
STU_00083,0.4789533813222309,0.7144919679397259,0.2945489662076701,0.4766310500379113,0.7711167697882575,0.7155564875851067,Litteraire,2
STU_00084,0.6294561381156734,0.6022551274476058,0.7418908937183784,0.6250982059632781,0.4315955117943931,0.468466403857932,Scientifique,4
STU_00085,0.7904665365550578,0.3926482404230286,0.2840442106357229,0.3074269929450882,0.4354551958333076,0.8890292755100109,Mixte_atypique,3
STU_00086,0.7200091491258586,0.7621146290251151,0.642412049453656,0.5903933147775497,0.6845161441033276,0.6970990391349127,Polyvalent,1
STU_00087,0.7875735555733303,0.5613995586216686,0.6129025678679962,0.729773939165642,0.4096864964879577,0.3101504037551414,Scientifique,4
STU_00088,0.5563019645162508,0.676036974325904,0.4944089036755693,0.4666725580253156,0.6874466324436976,0.5791497078857756,Litteraire,2
STU_00089,0.4589972089670825,0.7358346971433463,0.3908593063776053,0.5157387974631473,0.8334961728150166,0.6590841273419059,Litteraire,2
STU_00090,0.5370467697323832,0.6977055149472073,0.4058493245055598,0.4321078156911934,0.7126540641573422,0.6737218762901045,Litteraire,2
STU_00091,0.7224491163426386,0.4442362420528453,0.7832374357799131,0.7558836730162152,0.5851817145736576,0.6408839623063372,Scientifique,4
STU_00092,0.7665939827617757,0.4276635731061748,0.6947622834373522,0.6593186541746107,0.4447757064908254,0.6493202219211327,Scientifique,4
STU_00093,0.7229368434738097,0.4400663034364261,0.7273310675975835,0.6359118270977164,0.424117630088457,0.4967706140161201,Scientifique,4
STU_00094,0.4192254775908401,0.75113666261386,0.3491994414891106,0.4765677600453715,0.765612289109184,0.6253203843410318,Litteraire,2
STU_00095,0.4156476564466038,0.8191842047068165,0.4989573471148152,0.4652271675549311,0.8490447796148396,0.7187381591001416,Litteraire,2
STU_00096,0.247702272742521,0.2698438075378823,0.2474819502159401,0.1511319204112965,0.2403313639477358,0.2843866495753499,En_difficulte,0
STU_00097,0.696009992995104,0.7288265623894769,0.4274271182526132,0.3513148727830593,0.8470612400756158,0.7053830590705326,Litteraire,2
STU_00098,0.1914794831443203,0.3077970374575798,0.2993681957163664,0.2660312985733247,0.3699840337355504,0.2460168571600851,En_difficulte,0
STU_00099,0.2740888862901417,0.3515712819977974,0.2388360850316882,0.2598155386212428,0.2741284140330389,0.1478297744369008,En_difficulte,0
STU_00100,0.7389855286700677,0.6453426360665439,0.6214932730606985,0.5309048116433106,0.7401585840466366,0.6810947790337663,Polyvalent,1
STU_00101,0.4287370166444288,0.7376531895781532,0.2681016471949266,0.4037276011956152,0.260282355859425,0.7471017708247998,Mixte_atypique,3
STU_00102,0.2851918721466397,0.3667729167715977,0.7272101672674152,0.3066933794073022,0.83999004339829,0.468453924551438,Mixte_atypique,3
STU_00103,0.307385327765675,0.3959106611681576,0.2998810376933248,0.2076398724186674,0.3249032610566396,0.3370276078464508,En_difficulte,0
STU_00104,1.0,0.5298002470102212,0.4788690867393916,0.270587605925409,0.282248526022957,0.6971439964859546,Mixte_atypique,4
STU_00105,0.2351530025624991,0.468868865160937,0.3444007008301931,0.6864975725888451,0.4624350161398695,0.1954869094888358,Mixte_atypique,3
STU_00106,0.5210425700899991,0.724761103926065,0.6201423539757424,0.5253653482437428,0.8573142586423238,0.788463205741192,Litteraire,2
STU_00107,0.4832079433081035,0.8720951614908089,0.6310802164715725,0.4915787449002369,0.77626608529491,0.7503769524073228,Litteraire,2
STU_00108,0.504580643816132,0.7276215538965708,0.4250965889238683,0.4918827373084058,0.8189894643076792,0.7271675214270203,Litteraire,2
STU_00109,0.2788033169762185,0.3647042151177123,0.2056859595168644,0.19109437713621,0.3326505031197479,0.2365927672794138,En_difficulte,0
STU_00110,0.3379471059922274,0.535195902017832,0.7346798353977249,0.9040712637017486,0.3881423317042048,0.348311067763518,Mixte_atypique,3
STU_00111,0.7164432390272465,0.5815142232950098,0.7943187655013821,0.6019954116602882,0.7504682570837716,0.6564023322149994,Polyvalent,1
STU_00112,0.5655168657671169,0.8134628754467109,0.7897984642555874,0.6658482112822818,0.6433879482493862,0.6634587737738294,Polyvalent,1
STU_00113,0.2437686009085459,0.3064214085455866,0.3450499961889802,0.2676567177529666,0.3296133229488984,0.1959480790995426,En_difficulte,0
STU_00114,0.7247791796628369,0.5978806709530836,0.5564848357282374,0.556477307742499,0.656478132091792,0.7147706256287665,Polyvalent,1
STU_00115,0.9573233527244138,0.5495965470227036,0.780929355858037,0.7175475372991633,0.5904519087849647,0.5509453234318229,Scientifique,4
STU_00116,0.6475920633681487,0.6960169614103414,0.7259202501503603,0.5862989586283482,0.7827115273314423,0.5927686113873382,Polyvalent,1
STU_00117,0.8398990605615285,0.5627812793183508,0.7145680528483198,0.6457790461942585,0.5435484588799673,0.5859694240158629,Scientifique,4
STU_00118,0.801153253941552,0.2911936245879288,0.2576998959547576,0.4813886525968435,0.5356216567395284,0.7578774349348921,Mixte_atypique,3
STU_00119,0.7008101185354833,0.3630373281304352,0.7372431349707809,0.6831900998287654,0.3692082625183694,0.5921467081360346,Scientifique,4
STU_00120,0.7403147573986897,0.7264531653589098,0.6064633498288552,0.6342611791138849,0.6885162976002891,0.6601497242180041,Polyvalent,1
STU_00121,0.4204291867819766,0.6303721135313479,0.473432395288752,0.6239699601012213,0.8682201877584195,0.7125384580487217,Litteraire,2
STU_00122,0.1888739462004665,0.3105748394816606,0.2398941068753784,0.8614130565433247,0.6489979038421047,0.2998695671649711,Mixte_atypique,3
STU_00123,0.6906291909762993,0.4851221254394171,0.8154055980336262,0.6817676175704048,0.3818027651520433,0.5261229609570668,Scientifique,4
STU_00124,0.245548855994045,0.3940863109573497,0.3210276734840201,0.2003196400975476,0.3004753989017477,0.4926894365664966,En_difficulte,0
STU_00125,0.2978657597366938,0.294466194713226,0.2342357011238508,0.32663400206596,0.3506756810692841,0.4124828436228678,En_difficulte,0
STU_00126,0.5675152720755937,0.7458439823995392,0.5599834454417862,0.6581681546428558,0.6234610724649843,0.5800917012713926,Polyvalent,1
STU_00127,0.6493816103368802,0.5907158051959795,0.7026416180507571,0.5594158647089599,0.6048360523021818,0.69739466928632,Polyvalent,1
STU_00128,0.6407148436756221,0.775483407216787,0.7345476729005211,0.6474162308924796,0.5884388213589633,0.7952529930432368,Polyvalent,1
STU_00129,0.5799986409681374,0.8188727017769415,0.5572620411586284,0.6008742189977347,0.8920166141940615,0.8625027489223287,Litteraire,2
STU_00130,0.7035426157993713,0.7047754425854409,0.3505701538004323,0.4036416218577809,0.7688044007406432,0.8150484818207427,Litteraire,2
STU_00131,0.5531160484735258,0.8557450854794894,0.3900331325735184,0.48716571864114,0.6801612059871602,0.6122896408261085,Litteraire,2
STU_00132,0.378375900435247,0.7194339449573423,0.478077331614317,0.2909240243354035,0.4897857978577536,0.2450739415471213,Mixte_atypique,3
STU_00133,0.5233009770802527,0.9625776511977604,0.5184741802593936,0.437964420744545,0.7520138865673167,0.8824839492781497,Litteraire,2
STU_00134,0.1965158110370011,0.302246340855323,0.2534382913304452,0.3633151060654955,0.3275340719937532,0.2354420337560279,En_difficulte,0
STU_00135,0.3627455504839072,0.7359033108256698,0.3257447835981696,0.3863784945649954,0.4772533133986625,0.2651229909452021,Mixte_atypique,3
STU_00136,0.4055965451017139,0.3130595029423193,0.2186764403266473,0.2597281881042718,0.2738693304987304,0.3175124878969046,En_difficulte,0
STU_00137,0.3906317103705906,0.6868431698868781,0.3693810501718966,0.3675830831077165,0.6272135873883977,0.733291700957072,Litteraire,2
STU_00138,0.8896994374070399,0.5211849820886854,0.6285208204444516,0.636203559529741,0.4956742101855043,0.5863909621889549,Scientifique,4
STU_00139,0.8564978371104821,0.3941176409081128,0.3079529791957309,0.4402066819042478,0.3518989768345387,0.2529943361525624,Mixte_atypique,3
STU_00140,0.8119411579161703,0.3572348670738444,0.7419257115556213,0.7649509374090888,0.5296229529749626,0.4752822598717231,Scientifique,4
STU_00141,0.7304721052798177,0.6304690992037058,0.7646268780665385,0.7432760335784534,0.4690312466065642,0.5554664057609662,Scientifique,4
STU_00142,0.2471093893767963,0.7952802581033181,0.4806341027352974,0.4956591953752389,0.7537992523267609,0.8569499058147934,Litteraire,2
STU_00143,0.2497533617168075,0.3263812860983029,0.2782115089525354,0.2504556570535723,0.3345799298865447,0.3457628963795818,En_difficulte,0
STU_00144,0.6741059058925322,0.3482944176109516,0.7852093451235125,0.4115254520332955,0.4196499924295461,0.3585861419163241,Mixte_atypique,4
STU_00145,0.665463415043541,0.8160525903373183,0.4883614777085263,0.4483049660307631,0.8690361773551012,0.888644687521318,Litteraire,2
STU_00146,0.5029093457987749,0.8695607698013138,0.3447339093839014,0.4483649461195394,0.7066647125801564,0.8985747922468446,Litteraire,2
STU_00147,0.8937319039004236,0.6191030046365882,0.8969251068260352,0.7316147129260748,0.4981713618584003,0.5648367187204031,Scientifique,4
STU_00148,0.6553378553467847,0.4852965188488143,0.6672028408593661,0.7082601966887685,0.4301038794016905,0.6425099721485223,Scientifique,4
STU_00149,0.8623844782652743,0.6443191435049084,0.6977485348011824,0.7516098437371974,0.4332065526820753,0.5106020076940335,Scientifique,4
STU_00150,0.3728063791542626,0.4268683889079125,0.1855516891673986,0.2381140777694923,0.265089645866006,0.322323438827877,En_difficulte,0
STU_00151,0.4796854944677051,0.7306361337342502,0.4277262812962872,0.2899959002017336,0.7810430746438071,0.7472768757843081,Litteraire,2
STU_00152,0.2543202555362724,0.3447039094883987,0.2935156839334749,0.2994797630047563,0.3267018135913966,0.4146587331146237,En_difficulte,0
STU_00153,0.2882875269230898,0.2775410048915099,0.3402487405202158,0.2279202588089525,0.2720668596148324,0.1976938708595138,En_difficulte,0
STU_00154,0.7453583265564008,0.7316526380958133,0.5967275441149291,0.655630301192388,0.539412056568407,0.6324280972543102,Polyvalent,1
STU_00155,0.7777300470062775,0.3704552428086254,0.2808113208986434,0.3317649142475359,0.8983939123891834,0.2796094215574466,Mixte_atypique,3
STU_00156,0.3111062049913526,0.2588520837120144,0.311771461162122,0.365708720342629,0.2074652294698514,0.3215438086781362,En_difficulte,0
STU_00157,0.6658254698551442,0.7580397988400064,0.5961825422241658,0.5896334789357975,0.6206005555758108,0.6485996371468916,Polyvalent,1
STU_00158,0.9040730325309526,0.4221412373559293,0.3057054519690153,0.2858732956000152,0.3450245852405167,0.2739898558920752,Mixte_atypique,3
STU_00159,0.2795346690365664,0.1510561575276071,0.8167425845867815,0.7878992967608403,0.2982612542316626,0.2462600894533153,Mixte_atypique,3
STU_00160,0.7159021264561856,0.6394579238735076,0.6855068933888132,0.7284897815686948,0.6797291617151396,0.7257637435448081,Polyvalent,1
STU_00161,0.7599831630935796,0.4343512344060149,0.3013259303334169,0.3211031297083294,0.8370216844044354,0.330120360245481,Mixte_atypique,3
STU_00162,0.4554718952432092,0.6650596634137064,0.4653385349637032,0.449993356756888,0.7523427082346712,0.9066767398885818,Litteraire,2
STU_00163,0.5028882151338409,0.9147812523064331,0.3839806878955993,0.4875819782467112,0.7888497244980816,0.7156133734183892,Litteraire,2
STU_00164,0.716303212391803,0.4954925526901489,0.6742927461048146,0.6118884319723286,0.4926412325025269,0.5513438675218881,Scientifique,4
STU_00165,0.8001947748781251,0.5934056316179955,0.6800158760979014,0.6926193664343206,0.2916447604826925,0.5352333989214043,Scientifique,4
STU_00166,0.7390514036173699,0.4541140043598893,0.6096984608126544,0.5993157842907851,0.410698538542201,0.5206469665419472,Scientifique,4
STU_00167,0.6657632951376053,0.5044466173866041,0.7709763378714971,0.7877814987300407,0.55779952232212,0.5800113279819278,Scientifique,4
STU_00168,0.5156461264669596,0.9606531529344444,0.449580306692314,0.3561709657467635,0.7582335375507857,0.8694498131696234,Litteraire,2
STU_00169,0.7917982968938606,0.4869857653488987,0.7086465604308233,0.7909529621936844,0.2515056697574172,0.4003535494319065,Scientifique,4
STU_00170,0.7546735674487306,0.8209842978266269,0.5078711771305999,0.3228074249761302,0.405084020044811,0.4378151911923823,Mixte_atypique,1
STU_00171,0.4532606346051878,0.4749254438091489,0.5505462505389322,0.1875092683301431,0.2644116079663665,0.8498485157059754,Mixte_atypique,3
STU_00172,0.5405806785280892,0.74843874270141,0.4356676740729319,0.3985308585879725,0.6701964553958131,0.7830735368674976,Litteraire,2
STU_00173,0.2763782715824773,0.3909908526699464,0.3745173795388061,0.2201556229615497,0.1252500952998127,0.3522211275453252,En_difficulte,0
STU_00174,0.721120648260783,0.6535894569382711,0.6475501739396519,0.6730449222445689,0.691920082080627,0.7271460539531017,Polyvalent,1
STU_00175,0.7428445464062937,0.5389557682236915,0.9224107270049572,0.6553998790513892,0.4226361076317738,0.4825377402377767,Scientifique,4
STU_00176,0.7200183818668635,0.664074026262613,0.6811409321505166,0.5605385000109626,0.6296618381036224,0.6641636408519701,Polyvalent,1
STU_00177,0.4465341292314062,0.2868205327072907,0.4649811603865357,0.3528470791109427,0.8094758862055303,0.7588500253903148,Mixte_atypique,2
STU_00178,0.4839127681506334,0.7842559742808606,0.4445041865416588,0.5081674776247669,0.9655529195670732,0.7565759008956254,Litteraire,2
STU_00179,0.443945130597931,0.2672080012317898,0.3347954919439152,0.8316916790764081,0.3135736737227378,0.3165600596152745,Mixte_atypique,3
STU_00180,0.2290916257462968,0.3783944124844179,0.2036368055467277,0.2714822572675275,0.3320024275549477,0.2984364772481526,En_difficulte,0
STU_00181,0.8545670971924266,0.5421756800207621,0.8457085390060727,0.7245798889815411,0.3807583794961395,0.6317240070518194,Scientifique,4
STU_00182,0.2601675451017256,0.2547735542114868,0.3901390773528361,0.3208234712797136,0.3095402984623044,0.2673365067400616,En_difficulte,0
STU_00183,0.7847195966482986,0.4500276550725439,0.6671775081401491,0.5775329239327384,0.4854491702823683,0.506201431308205,Scientifique,4
STU_00184,0.2779504170262959,0.3014689724549682,0.2472519447634853,0.2117926362355964,0.1945074006513536,0.307078650098515,En_difficulte,0
STU_00185,0.7366045556323622,0.5590445186922529,0.6747076836481879,0.7510251551764595,0.3828716061659073,0.5320628265738633,Scientifique,4
STU_00186,0.1954458686102629,0.4101599479236768,0.3152280711769288,0.2964223426991929,0.1904422510182419,0.2444798602290676,En_difficulte,0
STU_00187,0.2456921803744352,0.3401645572284028,0.3241148269592848,0.3349278702187164,0.3226282417958446,0.2435643680112225,En_difficulte,0
STU_00188,0.7101793536455746,0.758629588840642,0.6515134718065737,0.6440663240993963,0.6073023163073914,0.661841791690595,Polyvalent,1
STU_00189,0.6775100833982829,0.5434629536406919,0.7949645077078281,0.721113297576655,0.3627182037084024,0.5492104922051713,Scientifique,4
STU_00190,0.3096509212491883,0.2947496861121228,0.2907087101287863,0.2497229023744785,0.3169466233214902,0.2586493511630366,En_difficulte,0
STU_00191,0.3057098353527227,0.3450669001472113,0.3350680260556426,0.2657427893579693,0.2786110123223157,0.4136278947940215,En_difficulte,0
STU_00192,0.6557232946164477,0.728938575172009,0.6127478943408491,0.6927118509778508,0.6460748714511122,0.718013614647151,Polyvalent,1
STU_00193,0.5964488453480856,0.7494096510212666,0.6502421354120078,0.596866056684904,0.6808093286316517,0.5966386965871635,Polyvalent,1
STU_00194,0.7251224467099817,0.4232179040925728,0.7284822660600588,0.64577330329502,0.4367031699151946,0.6630219604118008,Scientifique,4
STU_00195,0.6476454762991417,0.8952719368115541,0.3911533794610582,0.4755779693333901,0.791301004400431,0.8685440140173406,Litteraire,2
STU_00196,0.3510816519422534,0.355808640659177,0.259975002209849,0.8067699200509098,0.8061452655080454,0.3333790086418928,Mixte_atypique,3
STU_00197,0.272342210152476,0.7394626391639237,0.4916050332462643,0.4202308088182728,0.6913450847811997,0.5451657196479442,Litteraire,2
STU_00198,0.7312261731162303,0.5174997063286775,0.7960639494494328,0.656647816748059,0.4124973267621369,0.4383739953560078,Scientifique,4
STU_00199,0.747872676477329,0.5076087216126292,0.7024342592670324,0.7665240703879888,0.447555254247535,0.6264004993693247,Scientifique,4
STU_00200,0.4821939902664796,0.8925781662041206,0.3382336744453409,0.4309757110344197,0.7397297384651563,0.7330629978849726,Litteraire,2
STU_00201,0.7815340676476363,0.5834194663956466,0.6180604686654907,0.587810830448128,0.6701691472050488,0.6510625385090055,Polyvalent,1
STU_00202,0.2851411120825579,0.2070536848874004,0.3133563278889024,0.270771090461939,0.3166804462257406,0.4032075982817721,En_difficulte,0
